year,leaid,lea_name,state_location,city_location,agency_type,enrollment,agency_charter_indicator,urban_centric_locale,est_population_total,est_population_5_17,est_population_5_17_pct,est_population_5_17_poverty,est_population_5_17_poverty_pct
"2012","4111610","SOUTH UMPQUA SD 19","OR","MYRTLE CREEK","Regular local school district","1463","No charter schools","Town, remote","12314","1907","0.154864","570","0.298899"
"2012","4100021","SOUTH WASCO COUNTY SD 1","OR","MAUPIN","Regular local school district","211","No charter schools","Rural, remote","2099","250","0.119104","60","0.24"
"2012","4111640","SPRAY SD 1","OR","SPRAY","Regular local school district","37","No charter schools","Rural, remote","363","37","0.101928","14","0.378378"
"2012","4111670","SPRINGFIELD SD 19","OR","SPRINGFIELD","Regular local school district","11066","Some charter schools","Suburb, midsize","74453","11946","0.16045","3121","0.261259"
"2012","4111720","ST HELENS SD 502","OR","ST HELENS","Regular local school district","3263","Some charter schools","Town, fringe","20610","3772","0.183018","678","0.179746"
"2012","4111760","ST PAUL SD 45","OR","ST PAUL","Regular local school district","256","No charter schools","Rural, distant","1334","314","0.235382","33","0.105096"
"2012","4111790","STANFIELD SD 61","OR","STANFIELD","Regular local school district","513","No charter schools","Town, distant","2546","545","0.214061","116","0.212844"
"2012","4111910","SUNTEX SD 10","OR","RILEY","Regular local school district","13","No charter schools","Rural, remote","83","12","0.144578","4","0.333333"
"2012","4111940","SUTHERLIN SD 130","OR","SUTHERLIN","Regular local school district","1347","No charter schools","Town, remote","9534","1437","0.150724","337","0.234516"
"2012","4111970","SWEET HOME SD 55","OR","SWEET HOME","Regular local school district","2370","Some charter schools","Town, distant","14861","2583","0.173811","506","0.195896"
"2012","4106900","THREE RIVERS/JOSEPHINE COUNTY SD","OR","GRANTS PASS","Regular local school district","4906","Some charter schools","Rural, fringe","47856","6361","0.13292","1909","0.30011"
"2012","4112240","TIGARD-TUALATIN SD 23J","OR","TIGARD","Regular local school district","12661","Some charter schools","Suburb, large","80901","13477","0.166586","2116","0.157008"
"2012","4112320","TILLAMOOK SD 9","OR","TILLAMOOK","Regular local school district","1967","No charter schools","Town, remote","13304","2167","0.162883","483","0.222889"
"2012","4112360","TROY SD 54","OR","ENTERPRISE","Regular local school district","2","No charter schools","Rural, remote","39","2","0.051282","0","0"
"2012","4112540","UKIAH SD 80R","OR","UKIAH","Regular local school district","49","No charter schools","Rural, remote","247","44","0.178138","10","0.227273"
"2012","4112600","UMATILLA SD 6R","OR","UMATILLA","Regular local school district","1409","No charter schools","Town, distant","6446","1484","0.23022","385","0.259434"
"2012","4112690","UNION SD 5","OR","UNION","Regular local school district","359","No charter schools","Rural, remote","2524","443","0.175515","69","0.155756"
"2012","4100014","VALE SD 84","OR","VALE","Regular local school district","888","No charter schools","Rural, remote","4735","893","0.188596","309","0.346025"
"2012","4112930","VERNONIA SD 47J","OR","VERNONIA","Regular local school district","556","No charter schools","Rural, distant","3772","685","0.181601","110","0.160584"
"2012","4112990","WALLOWA SD 12","OR","WALLOWA","Regular local school district","228","No charter schools","Rural, remote","1744","266","0.152523","45","0.169173"
"2012","4113080","WARRENTON-HAMMOND SD 30","OR","WARRENTON","Regular local school district","896","No charter schools","Town, remote","6171","1006","0.163021","220","0.218688"
"2012","4113170","WEST LINN-WILSONVILLE SD 3J","OR","TUALATIN","Regular local school district","8699","Some charter schools","Suburb, large","46217","9048","0.195772","632","0.06985"
"2012","4113350","WILLAMINA SD 30J","OR","WILLAMINA","Regular local school district","788","No charter schools","Rural, fringe","6185","1144","0.184964","199","0.173951"
"2012","4113490","WINSTON-DILLARD SD 116","OR","WINSTON","Regular local school district","1447","No charter schools","Rural, fringe","10265","1587","0.154603","475","0.299307"
"2012","4113530","WOODBURN SD 103","OR","WOODBURN","Regular local school district","5814","Some charter schools","Town, fringe","27469","5804","0.211293","2028","0.349414"
"2012","4100016","YAMHILL CARLTON SD 1","OR","YAMHILL","Regular local school district","1145","No charter schools","Town, distant","6820","1273","0.186657","120","0.094266"
"2012","4113650","YONCALLA SD 32","OR","YONCALLA","Regular local school district","324","No charter schools","Rural, remote","2663","382","0.143447","152","0.397906"
"2011","4100990","ADEL SD 21","OR","LAKEVIEW","Regular local school district","15","No charter schools","Rural, remote","97","13","0.134021","4","0.307692"
"2011","4101020","ADRIAN SD 61","OR","ADRIAN","Regular local school district","251","No charter schools","Rural, distant","1242","216","0.173913","51","0.236111"
"2011","4101200","ALSEA SD 7J","OR","ALSEA","Regular local school district","137","No charter schools","Rural, distant","1027","156","0.151899","23","0.147436"
"2011","4101230","AMITY SD 4J","OR","AMITY","Regular local school district","870","Some charter schools","Rural, distant","4428","849","0.191734","155","0.182568"
"2011","4101350","ANNEX SD 29","OR","ONTARIO","Charter agency","78","All charter schools","Rural, fringe","427","55","0.128806","24","0.436364"
"2011","4101470","ARLINGTON SD 3","OR","ARLINGTON","Regular local school district","132","Some charter schools","Rural, remote","835","128","0.153293","23","0.179688"
"2011","4101500","AROCK SD 81","OR","AROCK","Regular local school district","9","No charter schools","Rural, remote","145","24","0.165517","10","0.416667"
"2011","4101560","ASHLAND SD 5","OR","ASHLAND","Regular local school district","2782","No charter schools","Suburb, midsize","24475","3055","0.124821","902","0.295254"
"2011","4101590","ASHWOOD SD 8","OR","ASHWOOD","Regular local school district","11","No charter schools","Rural, remote","59","9","0.152542","3","0.333333"
"2011","4101620","ASTORIA SD 1","OR","ASTORIA","Regular local school district","1937","No charter schools","Town, remote","13690","2036","0.148722","512","0.251474"
"2011","4101660","ATHENA-WESTON SD 29RJ","OR","ATHENA","Regular local school district","520","No charter schools","Rural, distant","2752","496","0.180233","84","0.169355"
"2011","4101710","BAKER SD 5J","OR","BAKER CITY","Regular local school district","2095","Some charter schools","Town, remote","13384","2050","0.153168","543","0.264878"
"2011","4101800","BANDON SD 54","OR","BANDON","Regular local school district","748","No charter schools","Town, remote","6452","759","0.117638","155","0.204216"
"2011","4101830","BANKS SD 13","OR","BANKS","Regular local school district","1145","No charter schools","Rural, distant","6243","1347","0.215762","117","0.08686"
"2011","4101920","BEAVERTON SD 48J","OR","BEAVERTON","Regular local school district","39736","Some charter schools","City, small","260233","45698","0.175604","5749","0.125804"
"2011","4101980","BEND-LAPINE ADMINISTRATIVE SD 1","OR","BEND","Regular local school district","16437","Some charter schools","City, small","109160","17749","0.162596","2881","0.162319"
"2011","4102040","BETHEL SD 52","OR","EUGENE","Regular local school district","6072","Some charter schools","City, midsize","38141","6590","0.17278","1273","0.193171"
"2011","4102160","BLACHLY SD 90","OR","BLACHLY","Charter agency","205","All charter schools","Rural, distant","612","99","0.161765","17","0.171717"
"2011","4102190","BLACK BUTTE SD 41","OR","CAMP SHERMAN","Regular local school district","31","No charter schools","Rural, remote","267","27","0.101124","7","0.259259"
"2011","4102310","BROOKINGS-HARBOR SD 17C","OR","BROOKINGS","Regular local school district","1622","No charter schools","Town, remote","14022","1766","0.125945","388","0.219706"
"2011","4101740","BURNT RIVER SD 30J","OR","UNITY","Regular local school district","30","No charter schools","Rural, remote","391","40","0.102302","14","0.35"
"2011","4102580","BUTTE FALLS SD 91","OR","BUTTE FALLS","Regular local school district","127","Some charter schools","Rural, distant","1214","185","0.152389","51","0.275676"
"2011","4102610","CAMAS VALLEY SD 21J","OR","CAMAS VALLEY","Charter agency","161","All charter schools","Rural, remote","812","158","0.194581","59","0.373418"
"2011","4102640","CANBY SD 86","OR","CANBY","Regular local school district","4812","No charter schools","Town, fringe","30521","5418","0.177517","946","0.174603"
"2011","4102780","CASCADE SD 5","OR","TURNER","Regular local school district","2234","No charter schools","Rural, fringe","13828","2566","0.185566","407","0.158613"
"2011","4102800","CENTENNIAL SD 28J","OR","PORTLAND","Regular local school district","6396","No charter schools","Suburb, large","42137","7933","0.188267","2201","0.277449"
"2011","4105760","CENTRAL CURRY SD 1","OR","GOLD BEACH","Regular local school district","523","No charter schools","Rural, remote","5371","583","0.108546","114","0.19554"
"2011","4102910","CENTRAL LINN SD 552","OR","BROWNSVILLE","Regular local school district","678","No charter schools","Rural, distant","5330","1022","0.191745","306","0.299413"
"2011","4102940","CENTRAL POINT SD 6","OR","CENTRAL POINT","Regular local school district","4574","No charter schools","Suburb, midsize","29903","4929","0.164833","891","0.180767"
"2011","4102840","CENTRAL SD 13J","OR","INDEPENDENCE","Regular local school district","2996","No charter schools","Town, fringe","21730","3541","0.162954","742","0.209545"
"2011","4103260","CLATSKANIE SD 6J","OR","CLATSKANIE","Regular local school district","789","No charter schools","Rural, distant","5056","875","0.173062","171","0.195429"
"2011","4103270","COLTON SD 53","OR","COLTON","Regular local school district","630","No charter schools","Rural, distant","4236","756","0.17847","84","0.111111"
"2011","4103330","CONDON SD 25J","OR","CONDON","Regular local school district","136","No charter schools","Rural, remote","1099","136","0.123749","20","0.147059"
"2011","4103660","COOS BAY SD 9","OR","COOS BAY","Regular local school district","3242","Some charter schools","Town, remote","26956","3739","0.138708","1081","0.289115"
"2011","4103390","COQUILLE SD 8","OR","COQUILLE","Regular local school district","923","No charter schools","Town, remote","6977","1028","0.147341","208","0.202335"
"2011","4103420","CORBETT SD 39","OR","CORBETT","Regular local school district","1110","Some charter schools","Rural, fringe","3898","691","0.17727","110","0.15919"
"2011","4103480","CORVALLIS SD 509J","OR","CORVALLIS","Regular local school district","6462","Some charter schools","City, small","65724","7320","0.111375","1215","0.165984"
"2011","4103540","COVE SD 15","OR","COVE","Charter agency","248","All charter schools","Rural, remote","1541","295","0.191434","29","0.098305"
"2011","4103690","CRESWELL SD 40","OR","CRESWELL","Regular local school district","1335","No charter schools","Town, fringe","9062","1538","0.16972","278","0.180754"
"2011","4103720","CROOK COUNTY SD","OR","PRINEVILLE","Regular local school district","3041","Some charter schools","Town, distant","20899","3309","0.158333","784","0.23693"
"2011","4103780","CROW-APPLEGATE-LORANE SD 66","OR","EUGENE","Regular local school district","313","No charter schools","Rural, distant","2331","358","0.153582","64","0.178771"
"2011","4103840","CULVER SD 4","OR","CULVER","Regular local school district","637","No charter schools","Rural, distant","3510","634","0.180627","188","0.29653"
"2011","4103860","DALLAS SD 2","OR","DALLAS","Regular local school district","3185","Some charter schools","Town, distant","20535","3656","0.178038","528","0.14442"
"2011","4103940","DAVID DOUGLAS SD 40","OR","PORTLAND","Regular local school district","10895","Some charter schools","City, large","64665","11663","0.18036","4260","0.365258"
"2011","4103990","DAYTON SD 8","OR","DAYTON","Regular local school district","970","No charter schools","Rural, fringe","5383","1099","0.204161","243","0.22111"
"2011","4104020","DAYVILLE SD 16J","OR","DAYVILLE","Regular local school district","60","No charter schools","Rural, remote","374","49","0.131016","10","0.204082"
"2011","4104170","DIAMOND SD 7","OR","DIAMOND","Regular local school district","21","No charter schools","Rural, remote","90","16","0.177778","3","0.1875"
"2011","4104290","DOUBLE O SD 28","OR","HINES","Regular local school district","3","No charter schools","Rural, remote","27","3","0.111111","1","0.333333"
"2011","4103960","DOUGLAS COUNTY SD 15","OR","DAYS CREEK","Regular local school district","208","Some charter schools","Rural, distant","1212","175","0.144389","32","0.182857"
