year,leaid,lea_name,state_location,city_location,agency_type,enrollment,agency_charter_indicator,urban_centric_locale,est_population_total,est_population_5_17,est_population_5_17_pct,est_population_5_17_poverty,est_population_5_17_poverty_pct
"2015","4102190","Black Butte SD 41","OR","Camp Sherman","Regular local school district","17","No charter schools","Rural, remote","278","27","0.097122","5","0.185185"
"2015","4102310","Brookings-Harbor SD 17C","OR","Brookings","Regular local school district","1650","No charter schools","Town, remote","14058","1658","0.11794","347","0.209288"
"2015","4101740","Burnt River SD 30J","OR","Unity","Charter agency","33","All charter schools","Rural, remote","389","38","0.097686","5","0.131579"
"2015","4102580","Butte Falls SD 91","OR","Butte Falls","Charter agency","146","All charter schools","Rural, distant","1259","186","0.147736","44","0.236559"
"2015","4102610","Camas Valley SD 21J","OR","Camas Valley","Charter agency","187","All charter schools","Rural, remote","813","153","0.188192","50","0.326797"
"2015","4102640","Canby SD 86","OR","Canby","Regular local school district","4688","No charter schools","Town, fringe","32223","5448","0.169072","730","0.133994"
"2015","4102780","Cascade SD 5","OR","Turner","Regular local school district","2287","No charter schools","Rural, fringe","14339","2596","0.181045","389","0.149846"
"2015","4102800","Centennial SD 28J","OR","Portland","Regular local school district","6350","No charter schools","Suburb, large","44530","8146","0.182933","2014","0.247238"
"2015","4105760","Central Curry SD 1","OR","Gold Beach","Regular local school district","492","No charter schools","Town, remote","5384","547","0.101597","99","0.180987"
"2015","4102910","Central Linn SD 552","OR","Halsey","Regular local school district","638","No charter schools","Rural, distant","5440","1016","0.186765","109","0.107283"
"2015","4102940","Central Point SD 6","OR","Central Point","Regular local school district","4609","No charter schools","Suburb, midsize","31034","4944","0.159309","883","0.1786"
"2015","4102840","Central SD 13J","OR","Independence","Regular local school district","3255","No charter schools","Town, fringe","22699","3640","0.160359","661","0.181593"
"2015","4103260","Clatskanie SD 6J","OR","Clatskanie","Regular local school district","692","No charter schools","Rural, distant","5085","839","0.164995","144","0.171633"
"2015","4103270","Colton SD 53","OR","Colton","Regular local school district","618","No charter schools","Rural, distant","4474","760","0.16987","65","0.085526"
"2015","4103330","Condon SD 25J","OR","Condon","Regular local school district","126","No charter schools","Rural, remote","1053","126","0.119658","12","0.095238"
"2015","4103660","Coos Bay SD 9","OR","Coos Bay","Regular local school district","3103","Some charter schools","Town, remote","27098","3743","0.138128","1083","0.28934"
"2015","4103390","Coquille SD 8","OR","Coquille","Regular local school district","913","No charter schools","Town, remote","7014","1030","0.146849","231","0.224272"
"2015","4103420","Corbett SD 39","OR","Corbett","Regular local school district","1237","No charter schools","Rural, fringe","4119","709","0.172129","57","0.080395"
"2015","4103480","Corvallis SD 509J","OR","Corvallis","Regular local school district","6712","Some charter schools","City, small","66983","7398","0.110446","951","0.128548"
"2015","4103540","Cove SD 15","OR","Cove","Charter agency","249","All charter schools","Rural, remote","1541","296","0.192083","43","0.14527"
"2015","4103690","Creswell SD 40","OR","Creswell","Regular local school district","1322","No charter schools","Town, fringe","9306","1554","0.166989","231","0.148649"
"2015","4103720","Crook County SD","OR","Prineville","Regular local school district","3002","Some charter schools","Town, distant","21696","3237","0.149198","692","0.213778"
"2015","4103780","Crow-Applegate-Lorane SD 66","OR","Eugene","Regular local school district","266","No charter schools","Rural, distant","2391","360","0.150565","80","0.222222"
"2015","4103840","Culver SD 4","OR","Culver","Regular local school district","684","No charter schools","Rural, distant","3654","629","0.17214","153","0.243243"
"2015","4103860","Dallas SD 2","OR","Dallas","Regular local school district","3293","Some charter schools","Town, fringe","21453","3759","0.17522","658","0.175047"
"2015","4103940","David Douglas SD 40","OR","Portland","Regular local school district","10906","Some charter schools","City, large","68341","11984","0.175356","3074","0.256509"
"2015","4103990","Dayton SD 8","OR","Dayton","Regular local school district","979","No charter schools","Town, distant","5527","1065","0.19269","137","0.128638"
"2015","4104020","Dayville SD 16J","OR","Dayville","Regular local school district","50","No charter schools","Rural, remote","362","46","0.127072","18","0.391304"
"2015","4104170","Diamond SD 7","OR","Diamond","Regular local school district","8","No charter schools","Rural, remote","88","15","0.170455","5","0.333333"
"2015","4104290","Double O SD 28","OR","Hines","Regular local school district","3","No charter schools","Rural, remote","26","3","0.115385","1","0.333333"
"2015","4103960","Douglas County SD 15","OR","Days Creek","Charter agency","197","Some charter schools","Rural, distant","1214","169","0.139209","21","0.12426"
"2015","4110710","Douglas County SD 4","OR","Roseburg","Regular local school district","5991","Some charter schools","Town, remote","46704","6757","0.144677","1499","0.221844"
"2015","4104380","Drewsey SD 13","OR","Drewsey","Regular local school district","7","No charter schools","Rural, remote","120","15","0.125","4","0.266667"
"2015","4104410","Dufur SD 29","OR","Dufur","Regular local school district","304","No charter schools","Rural, distant","1704","302","0.17723","49","0.162252"
"2015","4104500","Eagle Point SD 9","OR","Eagle Point","Regular local school district","4095","Some charter schools","Suburb, midsize","28961","4992","0.17237","1082","0.216747"
"2015","4104530","Echo SD 5","OR","Echo","Regular local school district","271","No charter schools","Rural, fringe","999","217","0.217217","66","0.304147"
"2015","4104590","Elgin SD 23","OR","Elgin","Regular local school district","384","No charter schools","Rural, remote","2633","430","0.163312","64","0.148837"
"2015","4104620","Elkton SD 34","OR","Elkton","Charter agency","480","All charter schools","Rural, remote","1294","165","0.127512","32","0.193939"
"2015","4105080","Enterprise SD 21","OR","Enterprise","Regular local school district","404","No charter schools","Rural, remote","2981","421","0.141228","86","0.204276"
"2015","4104700","Estacada SD 108","OR","Estacada","Regular local school district","2744","Some charter schools","Town, fringe","13833","2205","0.159401","386","0.175057"
"2015","4104740","Eugene SD 4J","OR","Eugene","Regular local school district","17206","Some charter schools","City, midsize","154937","19048","0.12294","3113","0.163429"
"2015","4100003","Falls City SD 57","OR","Falls City","Regular local school district","180","No charter schools","Rural, distant","1292","222","0.171827","52","0.234234"
"2015","4104950","Fern Ridge SD 28J","OR","Elmira","Regular local school district","1458","Some charter schools","Rural, fringe","12327","1904","0.154458","403","0.21166"
"2015","4105160","Forest Grove SD 15","OR","Forest Grove","Regular local school district","6146","Some charter schools","Suburb, large","37119","7157","0.192812","1197","0.167249"
"2015","4105250","Fossil SD 21J","OR","Fossil","Charter agency","423","All charter schools","Rural, remote","651","79","0.121352","33","0.417722"
"2015","4105310","Frenchglen SD 16","OR","Frenchglen","Regular local school district","130","Some charter schools","Rural, remote","80","13","0.1625","3","0.230769"
"2015","4105430","Gaston SD 511J","OR","Gaston","Regular local school district","619","Some charter schools","Rural, fringe","3154","535","0.169626","67","0.125234"
"2015","4100015","Gervais SD 1","OR","Gervais","Regular local school district","1067","No charter schools","Town, fringe","6709","1443","0.215084","276","0.191268"
"2015","4105610","Gladstone SD 115","OR","Gladstone","Regular local school district","2190","No charter schools","Suburb, large","11758","1940","0.164994","215","0.110825"
"2015","4105640","Glendale SD 77","OR","Glendale","Regular local school district","308","Some charter schools","Rural, distant","2981","427","0.143241","97","0.227166"
"2015","4105670","Glide SD 12","OR","Glide","Regular local school district","706","No charter schools","Rural, remote","5742","703","0.122431","216","0.307255"
"2015","4105910","Grants Pass SD 7","OR","Grants Pass","Regular local school district","6088","No charter schools","City, small","37228","6136","0.164822","1840","0.29987"
"2015","4101120","Greater Albany Public SD 8J","OR","Albany","Regular local school district","9627","No charter schools","City, small","62736","10653","0.169807","1988","0.186614"
"2015","4106000","Gresham-Barlow SD 10J","OR","Gresham","Regular local school district","12132","Some charter schools","Suburb, large","82059","14392","0.175386","2271","0.157796"
"2015","4102490","Harney County SD 3","OR","Burns","Regular local school district","849","No charter schools","Town, remote","5825","854","0.146609","198","0.23185"
"2015","4103600","Harney County SD 4","OR","Crane","Regular local school district","55","No charter schools","Rural, remote","767","68","0.088657","16","0.235294"
"2015","4103630","Harney County Union High SD 1J","OR","Crane","Regular local school district","53","No charter schools","Rural, remote","1375","75","0.054545","13","0.173333"
"2015","4106120","Harper SD 66","OR","Harper","Charter agency","102","All charter schools","Rural, remote","278","56","0.201439","16","0.285714"
"2015","4100019","Harrisburg SD 7J","OR","Harrisburg","Regular local school district","887","No charter schools","Town, fringe","5301","1073","0.202415","199","0.185461"
"2015","4106270","Helix SD 1","OR","Helix","Regular local school district","184","No charter schools","Rural, distant","436","104","0.238532","18","0.173077"
"2015","4106300","Hermiston SD 8","OR","Hermiston","Regular local school district","5501","No charter schools","Town, distant","27018","5250","0.194315","1282","0.24419"
"2015","4100023","Hillsboro SD 1J","OR","Hillsboro","Regular local school district","20888","Some charter schools","City, small","135840","24638","0.181375","3307","0.134224"
"2015","4106510","Hood River County SD","OR","Hood River","Regular local school district","4135","No charter schools","Town, remote","23137","4242","0.183343","652","0.153701"
"2015","4106600","Huntington SD 16J","OR","Huntington","Charter agency","58","All charter schools","Rural, remote","534","59","0.110487","19","0.322034"
"2015","4106630","Imbler SD 11","OR","Imbler","Charter agency","313","All charter schools","Rural, distant","1383","235","0.16992","21","0.089362"
"2015","4100047","Ione SD R2","OR","Ione","Charter agency","202","All charter schools","Rural, remote","645","118","0.182946","10","0.084746"
"2015","4106740","Jefferson County SD 509J","OR","Madras","Regular local school district","2928","No charter schools","Town, distant","16709","3078","0.184212","893","0.290123"
"2015","4106710","Jefferson SD 14J","OR","Jefferson","Regular local school district","892","No charter schools","Rural, fringe","6589","1188","0.180301","251","0.211279"
"2015","4106750","Jewell SD 8","OR","Seaside","Regular local school district","128","No charter schools","Rural, remote","1035","176","0.170048","38","0.215909"
"2015","4106780","John Day SD 3","OR","Canyon City","Regular local school district","615","No charter schools","Rural, remote","4861","656","0.134952","154","0.234756"
"2015","4106820","Jordan Valley SD 3","OR","Jordan Valley","Regular local school district","72","No charter schools","Rural, remote","418","71","0.169856","13","0.183099"
"2015","4106870","Joseph SD 6","OR","Joseph","Regular local school district","242","Some charter schools","Rural, remote","2083","234","0.112338","47","0.200855"
"2015","4106930","Junction City SD 69","OR","Junction City","Regular local school district","1736","No charter schools","Town, fringe","12946","2012","0.155415","379","0.18837"
"2015","4106960","Juntura SD 12","OR","Vale","Regular local school district","13","No charter schools","Rural, remote","115","20","0.173913","6","0.3"
"2015","4107020","Klamath County SD","OR","Klamath Falls","Regular local school district","6439","Some charter schools","Town, remote","42549","6634","0.155914","1391","0.209677"
"2015","4107080","Klamath Falls City Schools","OR","Klamath Falls","Regular local school district","3205","Some charter schools","Town, remote","23467","3628","0.1546","1233","0.339857"
"2015","4100040","Knappa SD 4","OR","Astoria","Regular local school district","473","No charter schools","Rural, distant","3311","539","0.162791","75","0.139147"
"2015","4107200","La Grande SD 1","OR","La Grande","Regular local school district","2224","No charter schools","Town, remote","17020","2609","0.15329","543","0.208126"
"2015","4107280","Lake County SD 7","OR","Lakeview","Regular local school district","745","No charter schools","Town, remote","5173","699","0.135125","166","0.237482"
"2015","4107230","Lake Oswego SD 7J","OR","Lake Oswego","Regular local school district","7078","No charter schools","Suburb, large","43384","7408","0.170754","503","0.0679"
"2015","4107380","Lebanon Community SD 9","OR","Lebanon","Regular local school district","4340","Some charter schools","Town, fringe","29750","4869","0.163664","1010","0.207435"
"2015","4107500","Lincoln County SD","OR","Newport","Regular local school district","5420","Some charter schools","Town, distant","47201","5747","0.121756","1458","0.253698"
"2015","4107530","Long Creek SD 17","OR","Long Creek","Regular local school district","34","No charter schools","Rural, remote","383","49","0.127937","7","0.142857"
"2015","4107590","Lowell SD 71","OR","Lowell","Regular local school district","400","Some charter schools","Rural, distant","2641","416","0.157516","53","0.127404"
"2015","4100042","Malheur County SD 51","OR","Vale","Regular local school district","7","Not applicable","Rural, remote","","","","",""
"2015","4107710","Mapleton SD 32","OR","Mapleton","Regular local school district","167","No charter schools","Rural, remote","1650","186","0.112727","62","0.333333"
"2015","4107740","Marcola SD 79J","OR","Marcola","Regular local school district","218","No charter schools","Rural, distant","1943","231","0.118888","42","0.181818"
"2015","4107980","McKenzie SD 68","OR","Finn Rock","Regular local school district","187","No charter schools","Rural, distant","2338","273","0.116766","67","0.245421"
"2015","4108010","McMinnville SD 40","OR","McMinnville","Regular local school district","6736","No charter schools","Town, distant","41009","7074","0.172499","1233","0.1743"
"2015","4108040","Medford SD 549C","OR","Medford","Regular local school district","13872","Some charter schools","City, small","88398","14271","0.16144","3467","0.24294"
"2015","4108160","Milton-Freewater Unified SD 7","OR","Milton-Freewater","Regular local school district","1733","No charter schools","Suburb, small","11850","2301","0.194177","723","0.314211"
"2015","4108280","Mitchell SD 55","OR","Mitchell","Regular local school district","260","Some charter schools","Rural, remote","349","36","0.103152","12","0.333333"
"2015","4108310","Molalla River SD 35","OR","Molalla","Regular local school district","2736","Some charter schools","Town, fringe","20446","3560","0.174117","374","0.105056"
"2015","4108430","Monroe SD 1J","OR","Monroe","Regular local school district","447","No charter schools","Rural, distant","3229","523","0.16197","140","0.267686"
"2015","4108460","Monument SD 8","OR","Monument","Regular local school district","62","No charter schools","Rural, remote","420","71","0.169048","13","0.183099"
"2015","4108520","Morrow SD 1","OR","Irrigon","Regular local school district","2171","No charter schools","Town, distant","10557","2208","0.20915","462","0.209239"
"2015","4108550","Mt Angel SD 91","OR","Mt Angel","Regular local school district","708","No charter schools","Town, fringe","4260","776","0.18216","95","0.122423"
"2015","4100640","Myrtle Point SD 41","OR","Myrtle Point","Regular local school district","608","No charter schools","Rural, distant","5075","759","0.149557","179","0.235837"
"2015","4108650","Neah-Kah-Nie SD 56","OR","Rockaway Beach","Regular local school district","781","No charter schools","Rural, distant","7782","834","0.10717","215","0.257794"
"2015","4108700","Nestucca Valley SD 101J","OR","Cloverdale","Regular local school district","477","No charter schools","Rural, remote","4377","591","0.135024","135","0.228426"
"2015","4108720","Newberg SD 29J","OR","Newberg","Regular local school district","5166","No charter schools","Town, fringe","35176","5937","0.16878","773","0.1302"
"2015","4108820","North Bend SD 13","OR","North Bend","Regular local school district","4271","Some charter schools","Town, remote","16066","2179","0.135628","468","0.214777"
"2015","4108830","North Clackamas SD 12","OR","Milwaukie","Regular local school district","17302","Some charter schools","Suburb, large","120881","19255","0.159289","2250","0.116853"
"2015","4104350","North Douglas SD 22","OR","Drain","Regular local school district","297","No charter schools","Rural, remote","2662","395","0.148385","101","0.255696"
"2015","4111400","North Lake SD 14","OR","Silver Lake","Regular local school district","227","No charter schools","Rural, remote","1983","310","0.156329","67","0.216129"
"2015","4108880","North Marion SD 15","OR","Aurora","Regular local school district","1976","No charter schools","Rural, fringe","10627","2078","0.19554","323","0.155438"
"2015","4108940","North Powder SD 8J","OR","North Powder","Charter agency","276","All charter schools","Rural, remote","776","150","0.193299","59","0.393333"
"2015","4100020","North Santiam SD 29J","OR","Stayton","Regular local school district","2296","No charter schools","Town, fringe","16549","2975","0.179769","411","0.138151"
"2015","4100048","North Wasco County SD 21","OR","The Dalles","Regular local school district","3103","Some charter schools","Town, remote","20969","3456","0.164815","787","0.22772"
"2015","4109000","Nyssa SD 26","OR","Nyssa","Regular local school district","1163","No charter schools","Town, distant","4889","1180","0.241358","314","0.266102"
"2015","4109120","Oakland SD 1","OR","Oakland","Regular local school district","540","No charter schools","Rural, fringe","3069","442","0.144021","80","0.180995"
"2015","4109150","Oakridge SD 76","OR","Oakridge","Regular local school district","525","No charter schools","Town, distant","4616","638","0.138215","203","0.318182"
"2015","4109270","Ontario SD 8C","OR","Ontario","Regular local school district","2407","No charter schools","Town, distant","18038","3001","0.166371","999","0.332889"
"2015","4109330","Oregon City SD 62","OR","Oregon City","Regular local school district","8198","Some charter schools","Suburb, large","58462","9771","0.167134","944","0.096612"
"2015","4110890","Oregon Trail SD 46","OR","Sandy","Regular local school district","4407","Some charter schools","Town, fringe","","","","",""
"2015","4109430","Paisley SD 11","OR","Paisley","Charter agency","221","All charter schools","Rural, remote","491","71","0.144603","14","0.197183"
"2015","4109480","Parkrose SD 3","OR","Portland","Regular local school district","3394","No charter schools","City, large","28423","4341","0.152728","925","0.213085"
"2015","4109510","Pendleton SD 16","OR","Pendleton","Regular local school district","3215","Some charter schools","Town, distant","22208","3559","0.160258","703","0.197527"
"2015","4109530","Perrydale SD 21","OR","Amity","Regular local school district","318","No charter schools","Rural, distant","1024","169","0.165039","28","0.16568"
"2015","4109600","Philomath SD 17J","OR","Philomath","Regular local school district","1592","Some charter schools","Suburb, small","8861","1582","0.178535","185","0.116941"
"2015","4109630","Phoenix-Talent SD 4","OR","Phoenix","Regular local school district","2695","Some charter schools","Suburb, midsize","25162","3422","0.135999","786","0.22969"
"2015","4109660","Pilot Rock SD 2","OR","Pilot Rock","Regular local school district","375","No charter schools","Rural, distant","2075","362","0.174458","64","0.176796"
"2015","4109690","Pine Creek SD 5","OR","Drewsey","Regular local school district","5","No charter schools","Rural, remote","50","11","0.22","4","0.363636"
"2015","4109720","Pine Eagle SD 61","OR","Halfway","Charter agency","177","All charter schools","Rural, remote","1667","185","0.110978","39","0.210811"
"2015","4109750","Pinehurst SD 94","OR","Ashland","Regular local school district","30","No charter schools","Rural, distant","224","28","0.125","4","0.142857"
"2015","4109870","Pleasant Hill SD 1","OR","Pleasant Hill","Regular local school district","992","No charter schools","Rural, fringe","6697","975","0.145588","177","0.181538"
"2015","4109960","Plush SD 18","OR","Plush","Regular local school district","5","No charter schools","Rural, remote","86","8","0.093023","1","0.125"
"2015","4110020","Port Orford-Langlois SD 2CJ","OR","Port Orford","Regular local school district","202","No charter schools","Rural, remote","3590","325","0.090529","202","0.621538"
"2015","4110040","Portland SD 1J","OR","Portland","Regular local school district","48345","Some charter schools","City, large","494509","56309","0.113869","7308","0.129784"
"2015","4110080","Powers SD 31","OR","Powers","Regular local school district","119","No charter schools","Rural, remote","833","118","0.141657","45","0.381356"
"2015","4110110","Prairie City SD 4","OR","Prairie City","Regular local school district","139","No charter schools","Rural, remote","1167","155","0.132819","33","0.212903"
"2015","4110200","Prospect SD 59","OR","Prospect","Charter agency","232","All charter schools","Rural, distant","1009","120","0.11893","28","0.233333"
"2015","4103265","Rainier SD 13","OR","Rainier","Regular local school district","979","Some charter schools","Rural, fringe","7445","1183","0.158899","173","0.146238"
"2015","4110350","Redmond SD 2J","OR","Redmond","Regular local school district","7364","Some charter schools","Town, distant","50376","8347","0.165694","1881","0.22535"
"2015","4110410","Reedsport SD 105","OR","Reedsport","Regular local school district","655","Some charter schools","Town, remote","5790","672","0.116062","194","0.28869"
"2015","4110520","Reynolds SD 7","OR","Fairview","Regular local school district","11602","Some charter schools","Suburb, large","77178","13802","0.178833","3386","0.245327"
"2015","4110530","Riddle SD 70","OR","Riddle","Regular local school district","401","No charter schools","Town, distant","2439","369","0.151292","104","0.281843"
"2015","4110560","Riverdale SD 51J","OR","Portland","Regular local school district","601","No charter schools","Suburb, large","3043","460","0.151167","28","0.06087"
"2015","4110680","Rogue River SD 35","OR","Rogue River","Regular local school district","925","Some charter schools","Suburb, small","9711","1167","0.120173","382","0.327335"
"2015","4110820","Salem-Keizer SD 24J","OR","Salem","Regular local school district","41120","Some charter schools","City, midsize","254455","45887","0.180334","9027","0.196722"
"2015","4108100","Santiam Canyon SD 129J","OR","Mill City","Regular local school district","4313","Some charter schools","Rural, distant","4166","695","0.166827","111","0.159712"
"2015","4110980","Scappoose SD 1J","OR","Scappoose","Regular local school district","2424","Some charter schools","Town, fringe","14652","2276","0.155337","238","0.104569"
"2015","4111040","Scio SD 95","OR","Scio","Regular local school district","751","Some charter schools","Rural, distant","4085","742","0.18164","94","0.126685"
"2015","4111100","Seaside SD 10","OR","Seaside","Regular local school district","1545","No charter schools","Town, remote","12602","1581","0.125456","366","0.231499"
"2015","4111220","Sheridan SD 48J","OR","Sheridan","Regular local school district","1050","Some charter schools","Town, distant","7695","1074","0.139571","199","0.185289"
"2015","4111250","Sherman County SD","OR","Moro","Regular local school district","244","Some charter schools","Rural, remote","1683","241","0.143197","43","0.178423"
"2015","4111290","Sherwood SD 88J","OR","Sherwood","Regular local school district","5306","Some charter schools","Suburb, large","31627","6736","0.212983","392","0.058195"
"2015","4111450","Silver Falls SD 4J","OR","Silverton","Regular local school district","3838","Some charter schools","Town, fringe","","","","",""
"2015","4111490","Sisters SD 6","OR","Sisters","Regular local school district","1078","No charter schools","Rural, distant","8440","1379","0.163389","155","0.1124"
"2015","4105100","Siuslaw SD 97J","OR","Florence","Regular local school district","1371","No charter schools","Town, remote","15137","1446","0.095528","562","0.388658"
"2015","4105020","South Harney SD 33","OR","Fields","Regular local school district","11","No charter schools","Rural, remote","160","16","0.1","3","0.1875"
"2015","4111580","South Lane SD 45J3","OR","Cottage Grove","Regular local school district","2799","Some charter schools","Town, distant","19369","3015","0.155661","634","0.210282"
"2015","4111610","South Umpqua SD 19","OR","Myrtle Creek","Regular local school district","1416","No charter schools","Rural, fringe","12374","1870","0.151123","581","0.310695"
"2015","4100021","South Wasco County SD 1","OR","Maupin","Regular local school district","228","No charter schools","Rural, remote","2121","252","0.118812","50","0.198413"
"2015","4111640","Spray SD 1","OR","Spray","Regular local school district","46","No charter schools","Rural, remote","346","29","0.083815","11","0.37931"
"2015","4111670","Springfield SD 19","OR","Springfield","Regular local school district","10996","Some charter schools","Suburb, midsize","76226","12005","0.157492","2790","0.232403"
"2015","4111720","St Helens SD 502","OR","St Helens","Regular local school district","3063","Some charter schools","Town, fringe","20740","3657","0.176326","535","0.146295"
"2015","4111760","St Paul SD 45","OR","St Paul","Regular local school district","264","No charter schools","Rural, distant","1379","317","0.229877","34","0.107256"
"2015","4111790","Stanfield SD 61","OR","Stanfield","Regular local school district","491","No charter schools","Town, distant","2536","532","0.209779","70","0.131579"
"2015","4111910","Suntex SD 10","OR","Riley","Regular local school district","14","No charter schools","Rural, remote","82","11","0.134146","3","0.272727"
"2015","4111940","Sutherlin SD 130","OR","Sutherlin","Regular local school district","1314","No charter schools","Town, remote","9581","1408","0.146958","360","0.255682"
"2015","4111970","Sweet Home SD 55","OR","Sweet Home","Regular local school district","2348","Some charter schools","Town, distant","15136","2571","0.16986","519","0.201867"
"2015","4106900","Three Rivers/Josephine County SD","OR","Grants Pass","Regular local school district","4730","Some charter schools","Rural, fringe","48915","6329","0.129388","1958","0.30937"
"2015","4112240","Tigard-Tualatin SD 23J","OR","Tigard","Regular local school district","12799","Some charter schools","Suburb, large","84723","13703","0.161739","1771","0.129242"
"2015","4112320","Tillamook SD 9","OR","Tillamook","Regular local school district","2066","No charter schools","Town, distant","13492","2125","0.157501","433","0.203765"
"2015","4112360","Troy SD 54","OR","Enterprise","Regular local school district","2","No charter schools","Rural, remote","39","2","0.051282","0","0"
"2015","4112540","Ukiah SD 80R","OR","Ukiah","Regular local school district","31","No charter schools","Rural, remote","246","43","0.174797","12","0.27907"
"2015","4112600","Umatilla SD 6R","OR","Umatilla","Regular local school district","1372","No charter schools","Town, distant","6418","1447","0.22546","302","0.208708"
"2015","4112690","Union SD 5","OR","Union","Regular local school district","324","No charter schools","Rural, remote","2528","448","0.177215","64","0.142857"
"2015","4100014","Vale SD 84","OR","Vale","Regular local school district","927","No charter schools","Rural, remote","4696","895","0.190588","274","0.306145"
"2015","4112930","Vernonia SD 47J","OR","Vernonia","Regular local school district","552","No charter schools","Rural, distant","3800","665","0.175","111","0.166917"
"2015","4112990","Wallowa SD 12","OR","Wallowa","Regular local school district","209","No charter schools","Rural, remote","1753","275","0.156874","74","0.269091"
"2015","4113080","Warrenton-Hammond SD 30","OR","Warrenton","Regular local school district","1000","No charter schools","Town, remote","6274","993","0.158272","204","0.205438"
"2015","4113170","West Linn-Wilsonville SD 3J","OR","Tualatin","Regular local school district","9524","Some charter schools","Suburb, large","48343","9155","0.189376","608","0.066412"
"2015","4113350","Willamina SD 30J","OR","Willamina","Regular local school district","855","No charter schools","Rural, fringe","6382","1136","0.178001","147","0.129401"
"2015","4113490","Winston-Dillard SD 116","OR","Winston","Regular local school district","1444","No charter schools","Rural, fringe","10315","1556","0.150848","448","0.287918"
"2015","4113530","Woodburn SD 103","OR","Woodburn","Regular local school district","5727","Some charter schools","Town, fringe","28379","5859","0.206455","2147","0.366445"
"2015","4100016","Yamhill Carlton SD 1","OR","Yamhill","Regular local school district","1109","No charter schools","Town, distant","6984","1239","0.177405","88","0.071025"
"2015","4113650","Yoncalla SD 32","OR","Yoncalla","Regular local school district","273","No charter schools","Rural, remote","2675","374","0.139813","109","0.291444"
"2014","4100990","Adel SD 21","OR","Lakeview","Regular local school district","13","No charter schools","Rural, remote","96","13","0.135417","3","0.230769"
"2014","4101020","Adrian SD 61","OR","Adrian","Regular local school district","266","No charter schools","Rural, distant","1214","213","0.175453","54","0.253521"
"2014","4101200","Alsea SD 7J","OR","Alsea","Regular local school district","172","No charter schools","Rural, distant","1032","155","0.150194","31","0.2"
"2014","4101230","Amity SD 4J","OR","Amity","Regular local school district","900","Some charter schools","Rural, distant","4510","837","0.185588","103","0.123059"
"2014","4101350","Annex SD 29","OR","Ontario","Charter agency","83","All charter schools","Rural, fringe","417","54","0.129496","19","0.351852"
"2014","4101470","Arlington SD 3","OR","Arlington","Charter agency","137","All charter schools","Rural, remote","833","129","0.154862","39","0.302326"
"2014","4101500","Arock SD 81","OR","Arock","Regular local school district","14","No charter schools","Rural, remote","142","24","0.169014","9","0.375"
"2014","4101560","Ashland SD 5","OR","Ashland","Regular local school district","2809","No charter schools","Suburb, midsize","25138","3047","0.121211","614","0.20151"
"2014","4101590","Ashwood SD 8","OR","Ashwood","Regular local school district","7","No charter schools","Rural, remote","60","9","0.15","3","0.333333"
"2014","4101620","Astoria SD 1","OR","Astoria","Regular local school district","1860","No charter schools","Town, remote","13809","1996","0.144543","352","0.176353"
"2014","4101660","Athena-Weston SD 29RJ","OR","Athena","Regular local school district","586","No charter schools","Rural, distant","2751","482","0.175209","139","0.288382"
"2014","4101710","Baker SD 5J","OR","Baker City","Regular local school district","2398","Some charter schools","Town, remote","13444","1976","0.14698","539","0.272773"
"2014","4101800","Bandon SD 54","OR","Bandon","Regular local school district","723","No charter schools","Town, remote","6420","743","0.115732","153","0.205922"
"2014","4101830","Banks SD 13","OR","Banks","Regular local school district","1109","No charter schools","Rural, fringe","6504","1372","0.210947","123","0.08965"
"2014","4101920","Beaverton SD 48J","OR","Beaverton","Regular local school district","39941","Some charter schools","City, small","271109","46553","0.171713","6209","0.133375"
"2014","4101980","Bend-LaPine Administrative SD 1","OR","Bend","Regular local school district","17123","Some charter schools","City, small","116002","18091","0.155954","2456","0.135758"
"2014","4102040","Bethel SD 52","OR","Eugene","Regular local school district","5659","No charter schools","City, midsize","38672","6642","0.171752","1151","0.173291"
"2014","4102160","Blachly SD 90","OR","Blachly","Charter agency","234","All charter schools","Rural, distant","620","100","0.16129","22","0.22"
"2014","4102190","Black Butte SD 41","OR","Camp Sherman","Regular local school district","35","No charter schools","Rural, remote","272","26","0.095588","5","0.192308"
"2014","4102310","Brookings-Harbor SD 17C","OR","Brookings","Regular local school district","1571","No charter schools","Town, remote","13965","1679","0.120229","336","0.200119"
"2014","4101740","Burnt River SD 30J","OR","Unity","Charter agency","41","All charter schools","Rural, remote","390","39","0.1","8","0.205128"
"2014","4102580","Butte Falls SD 91","OR","Butte Falls","Charter agency","143","All charter schools","Rural, distant","1246","185","0.148475","46","0.248649"
"2014","4102610","Camas Valley SD 21J","OR","Camas Valley","Charter agency","203","All charter schools","Rural, remote","808","153","0.189356","53","0.346405"
"2014","4102640","Canby SD 86","OR","Canby","Regular local school district","4736","No charter schools","Town, fringe","31707","5410","0.170625","875","0.161738"
"2014","4102780","Cascade SD 5","OR","Turner","Regular local school district","2234","No charter schools","Rural, fringe","14142","2584","0.182718","315","0.121904"
"2014","4102800","Centennial SD 28J","OR","Portland","Regular local school district","6296","No charter schools","Suburb, large","43753","8088","0.184856","1976","0.244313"
"2014","4105760","Central Curry SD 1","OR","Gold Beach","Regular local school district","486","No charter schools","Town, remote","5349","554","0.103571","88","0.158845"
