agency_name,agency_id_nces_assigned_district_latest_available_year,school_year,year,total_students_all_grades_excludes_ae_district,total_revenue_totalrev_district_finance,total_revenue_local_sources_tlocrev_district_finance,total_revenue_state_sources_tstrev_district_finance,total_revenue_federal_sources_tfedrev_district_finance,total_revenue_totalrev_per_pupil_v33_district_finance,total_revenue_local_sources_tlocrev_per_pupil_v33_district_finance,total_revenue_state_sources_tstrev_per_pupil_v33_district_finance,total_revenue_federal_sources_tfedrev_per_pupil_v33_district_finance,total_current_expenditures_instruction_tcurinst_district_finance,agency_type,urban_centric_locale,est_population_total,est_population_5_17,est_population_5_17_poverty,share_child_poverty,CEP_treat,first_treat_year,All_sites
DOUGLAS COUNTY SD 4,4110710,2020-2021,2020,5583,80403000,21945000,48925000,9533000,14401,3931,8763,1708,42853000,Regular local school district,"Town, remote",48303,6928,970,0.14001154734411086,1,2020,0
DOUGLAS COUNTY SD 4,4110710,2019-2020,2019,6132,79092000,23136000,48977000,6979000,12898,3773,7987,1138,40544000,Regular local school district,"Town, remote",48135,6866,895,0.13035246140401982,0,2020,0
DOUGLAS COUNTY SD 4,4110710,2018-2019,2018,6104,75195000,22519000,46106000,6570000,12323,3690,7556,1077,38334000,Regular local school district,"Town, remote",47829,6830,1053,0.15417276720351392,0,2020,0
DOUGLAS COUNTY SD 4,4110710,2017-2018,2017,6061,70992000,21927000,42458000,6607000,11713,3618,7005,1090,35408000,Regular local school district,"Town, remote",47440,6759,1134,0.1677762982689747,0,2020,0
DOUGLAS COUNTY SD 4,4110710,2016-2017,2016,5943,63278000,20390000,36938000,5950000,10647,3431,6215,1001,33174000,Regular local school district,"Town, remote",47037,6667,1101,0.16514174291285436,0,2020,0
DOUGLAS COUNTY SD 4,4110710,2015-2016,2015,5991,64259000,20231000,36911000,7117000,10726,3377,6161,1188,32493000,Regular local school district,"Town, remote",46704,6757,1499,0.22184401361550984,0,2020,0
DOUGLAS COUNTY SD 4,4110710,2014-2015,2014,6065,62278000,19487000,35755000,7036000,10279,3216,5901,1161,31458000,Regular local school district,"Town, remote",46393,6746,1493,0.22131633560628522,0,2020,0
DOUGLAS COUNTY SD 4,4110710,2013-2014,2013,6125,56909000,18707000,32361000,5841000,9291,3054,5283,954,30936000,Regular local school district,"Town, remote",46380,6767,1394,0.20599970444805674,0,2020,0
DOUGLAS COUNTY SD 4,4110710,2012-2013,2012,6255,56637000,18742000,31310000,6585000,9055,2996,5006,1053,29687000,Regular local school district,"Town, remote",46476,6890,1698,0.24644412191582002,0,2020,0
DOUGLAS COUNTY SD 4,4110710,2011-2012,2011,6388,55687000,18354000,31548000,5785000,8717,2873,4939,906,29184000,Regular local school district,"Town, remote",46617,6988,1691,0.24198626216370922,0,2020,0
DOUGLAS COUNTY SD 4,4110710,2010-2011,2010,6344,55363000,17950000,28719000,8694000,8727,2829,4527,1370,29488000,Regular local school district,"Town, remote",46684,7178,1946,0.27110615770409585,0,2020,0
DREWSEY SD 13,4104380,2021-2022,2021,15,534000,58000,403000,73000,35600,3867,26867,4867,136000,Regular local school district,"Rural, remote",144,12,5,0.4166666666666667,0,NA,0
DREWSEY SD 13,4104380,2020-2021,2020,8,398000,57000,295000,46000,49750,7125,36875,5750,129000,Regular local school district,"Rural, remote",123,16,3,0.1875,0,NA,0
DREWSEY SD 13,4104380,2019-2020,2019,6,345000,55000,259000,31000,57500,9167,43167,5167,133000,Regular local school district,"Rural, remote",124,15,1,0.06666666666666667,0,NA,0
DREWSEY SD 13,4104380,2018-2019,2018,9,322000,49000,253000,20000,35778,5444,28111,2222,109000,Regular local school district,"Rural, remote",122,15,2,0.13333333333333333,0,NA,0
DREWSEY SD 13,4104380,2017-2018,2017,8,342000,47000,264000,31000,42750,5875,33000,3875,93000,Regular local school district,"Rural, remote",122,16,2,0.125,0,NA,0
DREWSEY SD 13,4104380,2016-2017,2016,9,300000,40000,250000,10000,33333,4444,27778,1111,87000,Regular local school district,"Rural, remote",122,16,3,0.1875,0,NA,0
DREWSEY SD 13,4104380,2015-2016,2015,7,271000,36000,217000,18000,38714,5143,31000,2571,78000,Regular local school district,"Rural, remote",120,15,4,0.26666666666666666,0,NA,0
DREWSEY SD 13,4104380,2014-2015,2014,5,269000,35000,216000,18000,53800,7000,43200,3600,78000,Regular local school district,"Rural, remote",119,15,3,0.2,0,NA,0
DREWSEY SD 13,4104380,2013-2014,2013,9,252000,35000,205000,12000,28000,3889,22778,1333,132000,Regular local school district,"Rural, remote",119,16,3,0.1875,0,NA,0
DREWSEY SD 13,4104380,2012-2013,2012,13,287000,41000,204000,42000,22077,3154,15692,3231,183000,Regular local school district,"Rural, remote",120,17,4,0.23529411764705882,0,NA,0
DREWSEY SD 13,4104380,2011-2012,2011,12,246000,35000,193000,18000,20500,2917,16083,1500,178000,Regular local school district,"Rural, remote",123,17,3,0.17647058823529413,0,NA,0
DREWSEY SD 13,4104380,2010-2011,2010,13,258000,32000,188000,38000,19846,2462,14462,2923,177000,Regular local school district,"Rural, remote",124,18,4,0.2222222222222222,0,NA,0
DUFUR SD 29,4104410,2021-2022,2021,356,7611000,2271000,4237000,1103000,21379,6379,11902,3098,3823000,Regular local school district,"Rural, distant",1840,356,48,0.1348314606741573,0,2017,1
DUFUR SD 29,4104410,2020-2021,2020,345,6517000,1843000,3779000,895000,18890,5342,10954,2594,3042000,Regular local school district,"Rural, distant",1749,300,36,0.12,1,2017,1
DUFUR SD 29,4104410,2019-2020,2019,342,9298000,2154000,6497000,647000,27187,6298,18997,1892,3268000,Regular local school district,"Rural, distant",1772,304,48,0.15789473684210525,1,2017,1
DUFUR SD 29,4104410,2018-2019,2018,331,6037000,1857000,3756000,424000,18239,5610,11347,1281,2754000,Regular local school district,"Rural, distant",1753,298,54,0.18120805369127516,1,2017,1
DUFUR SD 29,4104410,2017-2018,2017,308,5300000,1964000,3012000,324000,17208,6377,9779,1052,2510000,Regular local school district,"Rural, distant",1748,301,58,0.19269102990033224,1,2017,1
DUFUR SD 29,4104410,2016-2017,2016,300,4747000,1891000,2587000,269000,15823,6303,8623,897,2199000,Regular local school district,"Rural, distant",1727,298,58,0.19463087248322147,0,2017,1
DUFUR SD 29,4104410,2015-2016,2015,304,5035000,2095000,2608000,332000,16563,6891,8579,1092,2089000,Regular local school district,"Rural, distant",1704,302,49,0.16225165562913907,0,2017,1
DUFUR SD 29,4104410,2014-2015,2014,284,4396000,1767000,2349000,280000,15479,6222,8271,986,1909000,Regular local school district,"Rural, distant",1688,299,63,0.21070234113712374,0,2017,1
DUFUR SD 29,4104410,2013-2014,2013,271,4047000,1690000,2116000,241000,14934,6236,7808,889,1825000,Regular local school district,"Rural, distant",1685,297,64,0.21548821548821548,0,2017,1
DUFUR SD 29,4104410,2012-2013,2012,284,3777000,1653000,1863000,261000,13299,5820,6560,919,1735000,Regular local school district,"Rural, distant",1686,300,58,0.19333333333333333,0,2017,1
DUFUR SD 29,4104410,2011-2012,2011,278,3813000,1682000,1924000,207000,13716,6050,6921,745,1722000,Regular local school district,"Rural, distant",1669,300,58,0.19333333333333333,0,2017,1
DUFUR SD 29,4104410,2010-2011,2010,283,3942000,1713000,1836000,393000,13929,6053,6488,1389,2088000,Regular local school district,"Rural, distant",1672,301,72,0.23920265780730898,0,2017,1
EAGLE POINT SD 9,4104500,2021-2022,2021,4210,63681000,15167000,40492000,8022000,15126,3603,9618,1905,29966000,Regular local school district,"Suburb, midsize",31017,5359,750,0.13995148348572495,0,2014,0
EAGLE POINT SD 9,4104500,2020-2021,2020,4002,57443000,16821000,35222000,5400000,14354,4203,8801,1349,26405000,Regular local school district,"Suburb, midsize",30224,5167,656,0.12695955099670989,1,2014,0
EAGLE POINT SD 9,4104500,2019-2020,2019,4157,53693000,17301000,32279000,4113000,12916,4162,7765,989,24774000,Regular local school district,"Suburb, midsize",30102,5137,882,0.17169554214522095,1,2014,0
EAGLE POINT SD 9,4104500,2018-2019,2018,4194,52764000,17222000,30931000,4611000,12620,4119,7398,1103,25422000,Regular local school district,"Suburb, midsize",29918,5103,896,0.1755829903978052,1,2014,0
EAGLE POINT SD 9,4104500,2017-2018,2017,4221,50492000,15876000,30388000,4228000,11962,3761,7199,1002,22196000,Regular local school district,"Suburb, midsize",29632,5057,794,0.1570100850306506,1,2014,0
EAGLE POINT SD 9,4104500,2016-2017,2016,4107,46717000,15228000,27445000,4044000,11375,3708,6682,985,21437000,Regular local school district,"Suburb, midsize",29501,5030,695,0.13817097415506957,1,2014,0
EAGLE POINT SD 9,4104500,2015-2016,2015,4095,45719000,15055000,26352000,4312000,11165,3676,6435,1053,22496000,Regular local school district,"Suburb, midsize",28961,4992,1082,0.21674679487179488,1,2014,0
EAGLE POINT SD 9,4104500,2014-2015,2014,4020,42733000,13187000,25542000,4004000,10630,3280,6354,996,20713000,Regular local school district,"Suburb, midsize",28651,4962,966,0.1946795646916566,1,2014,0
EAGLE POINT SD 9,4104500,2013-2014,2013,3944,40895000,13170000,24068000,3657000,10369,3339,6102,927,20224000,Regular local school district,"Suburb, midsize",28413,4984,1372,0.2752808988764045,0,2014,0
EAGLE POINT SD 9,4104500,2012-2013,2012,4076,39060000,12033000,23228000,3799000,9583,2952,5699,932,18935000,Regular local school district,"Suburb, midsize",28123,4975,1237,0.24864321608040202,0,2014,0
EAGLE POINT SD 9,4104500,2011-2012,2011,4209,39060000,12123000,22639000,4298000,9280,2880,5379,1021,19753000,Regular local school district,"Town, fringe",27906,4976,1239,0.2489951768488746,0,2014,0
EAGLE POINT SD 9,4104500,2010-2011,2010,4262,38229000,12427000,20119000,5683000,8970,2916,4721,1333,19709000,Regular local school district,"Town, fringe",27721,4984,1063,0.2132825040128411,0,2014,0
ECHO SD 5,4104530,2021-2022,2021,305,6121000,1282000,4099000,740000,20069,4203,13439,2426,2650000,Regular local school district,"Rural, fringe",961,173,21,0.12138728323699421,0,NA,0
ECHO SD 5,4104530,2020-2021,2020,290,5186000,1108000,3606000,472000,17883,3821,12434,1628,2325000,Regular local school district,"Rural, fringe",1019,221,17,0.07692307692307693,0,NA,0
ECHO SD 5,4104530,2019-2020,2019,280,4663000,1220000,3234000,209000,16654,4357,11550,746,2554000,Regular local school district,"Rural, fringe",1022,221,24,0.1085972850678733,0,NA,0
ECHO SD 5,4104530,2018-2019,2018,286,4604000,1304000,3029000,271000,16098,4559,10591,948,2587000,Regular local school district,"Rural, fringe",1016,220,35,0.1590909090909091,0,NA,0
ECHO SD 5,4104530,2017-2018,2017,293,8242000,1270000,6694000,278000,28130,4334,22846,949,2423000,Regular local school district,"Rural, fringe",1005,218,37,0.16972477064220184,0,NA,0
ECHO SD 5,4104530,2016-2017,2016,280,4942000,1144000,3521000,277000,17650,4086,12575,989,2213000,Regular local school district,"Rural, fringe",998,218,48,0.22018348623853212,0,NA,0
ECHO SD 5,4104530,2015-2016,2015,271,3904000,950000,2720000,234000,14406,3506,10037,863,1937000,Regular local school district,"Rural, fringe",999,217,66,0.30414746543778803,0,NA,0
ECHO SD 5,4104530,2014-2015,2014,244,3552000,909000,2436000,207000,14557,3725,9984,848,1779000,Regular local school district,"Rural, fringe",1002,217,71,0.3271889400921659,0,NA,0
ECHO SD 5,4104530,2013-2014,2013,257,3323000,870000,2249000,204000,12930,3385,8751,794,1827000,Regular local school district,"Rural, fringe",1002,220,69,0.31363636363636366,0,NA,0
ECHO SD 5,4104530,2012-2013,2012,247,3028000,896000,1936000,196000,12259,3628,7838,794,1805000,Regular local school district,"Rural, fringe",1003,222,69,0.3108108108108108,0,NA,0
ECHO SD 5,4104530,2011-2012,2011,265,3381000,921000,2222000,238000,12758,3475,8385,898,1661000,Regular local school district,"Town, distant",1002,224,60,0.26785714285714285,0,NA,0
ECHO SD 5,4104530,2010-2011,2010,264,3083000,864000,1751000,468000,11678,3273,6633,1773,1766000,Regular local school district,"Town, distant",993,222,46,0.2072072072072072,0,NA,0
ELGIN SD 23,4104590,2021-2022,2021,412,6769000,1257000,4840000,672000,16430,3051,11748,1631,3711000,Regular local school district,"Rural, remote",2714,488,123,0.2520491803278688,0,NA,0
ELGIN SD 23,4104590,2020-2021,2020,408,6497000,1198000,4600000,699000,15924,2936,11275,1713,3412000,Regular local school district,"Rural, remote",2709,455,55,0.12087912087912088,0,NA,0
ELGIN SD 23,4104590,2019-2020,2019,403,5478000,1162000,3902000,414000,13593,2883,9682,1027,3385000,Regular local school district,"Rural, remote",2738,452,63,0.13938053097345132,0,NA,0
ELGIN SD 23,4104590,2018-2019,2018,385,4978000,1194000,3353000,431000,12930,3101,8709,1119,3187000,Regular local school district,"Rural, remote",2699,454,59,0.1299559471365639,0,NA,0
ELGIN SD 23,4104590,2017-2018,2017,397,5796000,1365000,4007000,424000,14599,3438,10093,1068,3012000,Regular local school district,"Rural, remote",2675,448,52,0.11607142857142858,0,NA,0
ELGIN SD 23,4104590,2016-2017,2016,377,4860000,1032000,3409000,419000,12891,2737,9042,1111,2657000,Regular local school district,"Rural, remote",2663,435,61,0.14022988505747128,0,NA,0
ELGIN SD 23,4104590,2015-2016,2015,384,4949000,1121000,3309000,519000,12888,2919,8617,1352,2817000,Regular local school district,"Rural, remote",2633,430,64,0.14883720930232558,0,NA,0
ELGIN SD 23,4104590,2014-2015,2014,392,4365000,922000,3030000,413000,11135,2352,7730,1054,2827000,Regular local school district,"Rural, remote",2623,427,77,0.18032786885245902,0,NA,0
ELGIN SD 23,4104590,2013-2014,2013,378,4387000,862000,3008000,517000,11606,2280,7958,1368,2718000,Regular local school district,"Rural, remote",2619,425,70,0.16470588235294117,0,NA,0
ELGIN SD 23,4104590,2012-2013,2012,385,4104000,900000,2691000,513000,10660,2338,6990,1332,2489000,Regular local school district,"Rural, remote",2629,426,89,0.20892018779342722,0,NA,0
ELGIN SD 23,4104590,2011-2012,2011,383,4272000,972000,2868000,432000,11154,2538,7488,1128,2576000,Regular local school district,"Rural, remote",2632,429,68,0.1585081585081585,0,NA,0
ELGIN SD 23,4104590,2010-2011,2010,388,4150000,909000,2564000,677000,10696,2343,6608,1745,2877000,Regular local school district,"Rural, remote",2633,433,63,0.14549653579676675,0,NA,0
ELKTON SD 34,4104620,2021-2022,2021,224,8281000,1284000,6544000,453000,36969,5732,29214,2022,2655000,Charter agency,"Rural, remote",1290,162,32,0.19753086419753085,0,NA,0
ELKTON SD 34,4104620,2020-2021,2020,226,5099000,1262000,3348000,489000,22562,5584,14814,2164,2243000,Charter agency,"Rural, remote",1337,168,23,0.13690476190476192,0,NA,0
ELKTON SD 34,4104620,2019-2020,2019,236,5099000,1519000,3280000,300000,21606,6436,13898,1271,2403000,Charter agency,"Rural, remote",1333,166,25,0.15060240963855423,0,NA,0
ELKTON SD 34,4104620,2018-2019,2018,251,5075000,1487000,3307000,281000,20219,5924,13175,1120,2206000,Charter agency,"Rural, remote",1325,166,29,0.1746987951807229,0,NA,0
ELKTON SD 34,4104620,2017-2018,2017,251,4760000,1458000,2952000,350000,18964,5809,11761,1394,2273000,Charter agency,"Rural, remote",1315,165,23,0.1393939393939394,0,NA,0
ELKTON SD 34,4104620,2016-2017,2016,259,6421000,1460000,4669000,292000,24792,5637,18027,1127,2738000,Charter agency,"Rural, remote",1303,162,23,0.1419753086419753,0,NA,0
ELKTON SD 34,4104620,2015-2016,2015,480,5455000,1169000,3951000,335000,11365,2435,8231,698,2769000,Charter agency,"Rural, remote",1294,165,32,0.19393939393939394,0,NA,0
ELKTON SD 34,4104620,2014-2015,2014,440,5682000,1065000,4265000,352000,12914,2420,9693,800,3635000,Charter agency,"Rural, remote",1286,164,29,0.17682926829268292,0,NA,0
ELKTON SD 34,4104620,2013-2014,2013,374,4602000,1052000,3293000,257000,12305,2813,8805,687,1660000,Charter agency,"Rural, remote",1285,165,25,0.15151515151515152,0,NA,0
ELKTON SD 34,4104620,2012-2013,2012,280,3528000,1021000,2190000,317000,12600,3646,7821,1132,1600000,Charter agency,"Rural, remote",1288,168,28,0.16666666666666666,0,NA,0
ELKTON SD 34,4104620,2011-2012,2011,250,3315000,947000,2120000,248000,13260,3788,8480,992,1424000,Charter agency,"Rural, remote",1292,170,27,0.1588235294117647,0,NA,0
ELKTON SD 34,4104620,2010-2011,2010,240,3906000,948000,2112000,846000,16275,3950,8800,3525,1486000,Charter agency,"Rural, remote",1294,175,34,0.19428571428571428,0,NA,0
ENTERPRISE SD 21,4105080,2021-2022,2021,403,7215000,1827000,4866000,522000,17903,4533,12074,1295,3858000,Regular local school district,"Rural, remote",3320,584,79,0.13527397260273974,0,NA,0
ENTERPRISE SD 21,4105080,2020-2021,2020,373,6205000,1569000,4121000,515000,16635,4206,11048,1381,3854000,Regular local school district,"Rural, remote",3127,460,73,0.15869565217391304,0,NA,0
ENTERPRISE SD 21,4105080,2019-2020,2019,406,6144000,1559000,4098000,487000,15133,3840,10094,1200,3661000,Regular local school district,"Rural, remote",3139,461,74,0.16052060737527116,0,NA,0
ENTERPRISE SD 21,4105080,2018-2019,2018,426,5894000,1586000,3882000,426000,13836,3723,9113,1000,3457000,Regular local school district,"Rural, remote",3081,443,70,0.1580135440180587,0,NA,0
ENTERPRISE SD 21,4105080,2017-2018,2017,404,5375000,1364000,3761000,250000,13304,3376,9309,619,3086000,Regular local school district,"Rural, remote",3068,444,62,0.13963963963963963,0,NA,0
ENTERPRISE SD 21,4105080,2016-2017,2016,418,4741000,1364000,3167000,210000,11342,3263,7577,502,2739000,Regular local school district,"Rural, remote",3020,443,77,0.17381489841986456,0,NA,0
ENTERPRISE SD 21,4105080,2015-2016,2015,404,4727000,1411000,2927000,389000,11700,3493,7245,963,2595000,Regular local school district,"Rural, remote",2981,421,86,0.2042755344418052,0,NA,0
ENTERPRISE SD 21,4105080,2014-2015,2014,382,4899000,1288000,3234000,377000,12825,3372,8466,987,2556000,Regular local school district,"Rural, remote",2965,409,83,0.20293398533007334,0,NA,0
ENTERPRISE SD 21,4105080,2013-2014,2013,405,4315000,1227000,2789000,299000,10654,3030,6886,738,2601000,Regular local school district,"Rural, remote",2963,411,73,0.17761557177615572,0,NA,0
ENTERPRISE SD 21,4105080,2012-2013,2012,379,3566000,1194000,1950000,422000,9409,3150,5145,1113,2599000,Regular local school district,"Rural, remote",2966,406,82,0.2019704433497537,0,NA,0
ENTERPRISE SD 21,4105080,2011-2012,2011,409,4253000,1577000,2374000,302000,10399,3856,5804,738,2528000,Regular local school district,"Rural, remote",3039,430,89,0.2069767441860465,0,NA,0
ENTERPRISE SD 21,4105080,2010-2011,2010,394,4963000,1566000,2770000,627000,12596,3975,7030,1591,2421000,Regular local school district,"Rural, remote",3055,430,82,0.19069767441860466,0,NA,0
ESTACADA SD 108,4104700,2021-2022,2021,3025,42305000,12557000,26098000,3650000,13985,4151,8627,1207,15301000,Regular local school district,"Town, fringe",14878,2425,252,0.10391752577319588,0,2014,0
ESTACADA SD 108,4104700,2020-2021,2020,3188,42248000,11494000,28042000,2712000,13252,3605,8796,851,12807000,Regular local school district,"Town, fringe",14525,2211,152,0.06874717322478517,0,2014,0
ESTACADA SD 108,4104700,2019-2020,2019,2929,37499000,11137000,24878000,1484000,12803,3802,8494,507,13033000,Regular local school district,"Town, fringe",14408,2191,162,0.07393884071200366,0,2014,0
ESTACADA SD 108,4104700,2018-2019,2018,2983,34948000,10373000,23053000,1522000,11720,3479,7731,510,11861000,Regular local school district,"Town, fringe",14335,2202,164,0.07447774750227067,0,2014,0
ESTACADA SD 108,4104700,2017-2018,2017,2835,31452000,9221000,20866000,1365000,11094,3253,7360,481,10693000,Regular local school district,"Town, fringe",14218,2201,229,0.1040436165379373,0,2014,0
ESTACADA SD 108,4104700,2016-2017,2016,2808,30351000,9409000,19677000,1265000,10809,3351,7007,450,10306000,Regular local school district,"Town, fringe",14059,2182,231,0.10586617781851512,0,2014,0
ESTACADA SD 108,4104700,2015-2016,2015,2744,28895000,8845000,18702000,1348000,10530,3223,6816,491,10477000,Regular local school district,"Town, fringe",13833,2205,386,0.17505668934240362,1,2014,0
ESTACADA SD 108,4104700,2014-2015,2014,2757,29659000,8695000,19508000,1456000,10758,3154,7076,528,10351000,Regular local school district,"Town, fringe",13591,2191,322,0.14696485623003194,1,2014,0
ESTACADA SD 108,4104700,2013-2014,2013,2584,27136000,7725000,18060000,1351000,10502,2990,6989,523,10204000,Regular local school district,"Town, fringe",13360,2187,228,0.10425240054869685,0,2014,0
ESTACADA SD 108,4104700,2012-2013,2012,2805,26375000,8033000,16559000,1783000,9403,2864,5903,636,11011000,Regular local school district,"Town, fringe",13209,2181,311,0.1425951398441082,0,2014,0
ESTACADA SD 108,4104700,2011-2012,2011,2779,25314000,8038000,15706000,1570000,9109,2892,5652,565,11041000,Regular local school district,"Town, distant",13083,2194,429,0.19553327256153144,0,2014,0
ESTACADA SD 108,4104700,2010-2011,2010,2724,25585000,7777000,15085000,2723000,9392,2855,5538,1000,12030000,Regular local school district,"Town, distant",12969,2224,274,0.12320143884892086,0,2014,0
EUGENE SD 4J,4104740,2021-2022,2021,16498,306337000,147213000,118453000,40671000,18568,8923,7180,2465,138636000,Regular local school district,"City, midsize",166876,20151,2335,0.1158751426728202,0,2016,0
EUGENE SD 4J,4104740,2020-2021,2020,16683,292987000,149870000,119314000,23803000,17562,8983,7152,1427,121853000,Regular local school district,"City, midsize",163530,19183,2318,0.12083615701402284,1,2016,0
EUGENE SD 4J,4104740,2019-2020,2019,17331,269212000,148556000,105573000,15083000,15534,8572,6092,870,118640000,Regular local school district,"City, midsize",163138,19164,2083,0.10869338342725944,1,2016,0
EUGENE SD 4J,4104740,2018-2019,2018,17216,248965000,138245000,95556000,15164000,14463,8031,5551,881,116889000,Regular local school district,"City, midsize",162084,19152,3107,0.1622284878863826,1,2016,0
EUGENE SD 4J,4104740,2017-2018,2017,17350,242561000,128156000,97879000,16526000,13980,7387,5641,953,115395000,Regular local school district,"City, midsize",160009,19183,2549,0.13287806912370329,1,2016,0
EUGENE SD 4J,4104740,2016-2017,2016,17404,222304000,120122000,88716000,13466000,12773,6902,5097,774,108056000,Regular local school district,"City, midsize",157765,18960,2724,0.14367088607594936,1,2016,0
EUGENE SD 4J,4104740,2015-2016,2015,17206,214738000,116211000,83575000,14952000,12480,6754,4857,869,103023000,Regular local school district,"City, midsize",154937,19048,3113,0.1634292314153717,0,2016,0
EUGENE SD 4J,4104740,2014-2015,2014,17017,208872000,115719000,79355000,13798000,12276,6801,4664,811,98052000,Regular local school district,"City, midsize",153016,19034,2565,0.1347588525795944,0,2016,0
EUGENE SD 4J,4104740,2013-2014,2013,16886,192146000,104624000,75069000,12453000,11379,6196,4446,737,93904000,Regular local school district,"City, midsize",152110,18973,3103,0.16354820007378906,0,2016,0
EUGENE SD 4J,4104740,2012-2013,2012,17029,176885000,95660000,67061000,14164000,10387,5617,3938,832,93245000,Regular local school district,"City, midsize",151395,18954,3675,0.19389047166824944,0,2016,0
EUGENE SD 4J,4104740,2011-2012,2011,17368,180188000,98575000,67955000,13658000,10375,5676,3913,786,94586000,Regular local school district,"City, midsize",150913,18885,3456,0.1830023828435266,0,2016,0
EUGENE SD 4J,4104740,2010-2011,2010,17379,183385000,97878000,63656000,21851000,10552,5632,3663,1257,100263000,Regular local school district,"City, midsize",150304,19152,3566,0.18619465329991647,0,2016,0
FALLS CITY SD 57,4100003,2021-2022,2021,180,4934000,717000,3347000,870000,27411,3983,18594,4833,2656000,Regular local school district,"Rural, distant",1374,220,40,0.18181818181818182,0,2014,1
FALLS CITY SD 57,4100003,2020-2021,2020,169,4401000,598000,3055000,748000,26041,3538,18077,4426,2174000,Regular local school district,"Rural, distant",1394,232,62,0.2672413793103448,1,2014,1
FALLS CITY SD 57,4100003,2019-2020,2019,190,4205000,852000,3001000,352000,22132,4484,15795,1853,2110000,Regular local school district,"Rural, distant",1368,229,70,0.3056768558951965,1,2014,1
FALLS CITY SD 57,4100003,2018-2019,2018,210,3952000,622000,2907000,423000,18819,2962,13843,2014,2195000,Regular local school district,"Rural, distant",1354,230,70,0.30434782608695654,1,2014,1
FALLS CITY SD 57,4100003,2017-2018,2017,207,3666000,711000,2572000,383000,17710,3435,12425,1850,1970000,Regular local school district,"Rural, distant",1330,227,81,0.3568281938325991,1,2014,1
FALLS CITY SD 57,4100003,2016-2017,2016,177,3229000,645000,2354000,230000,18243,3644,13299,1299,1530000,Regular local school district,"Rural, distant",1331,227,40,0.1762114537444934,1,2014,1
FALLS CITY SD 57,4100003,2015-2016,2015,180,2980000,530000,2097000,353000,16556,2944,11650,1961,1456000,Regular local school district,"Rural, distant",1292,222,52,0.23423423423423423,1,2014,1
FALLS CITY SD 57,4100003,2014-2015,2014,145,2560000,462000,1758000,340000,17655,3186,12124,2345,1368000,Regular local school district,"Rural, distant",1268,220,48,0.21818181818181817,1,2014,1
FALLS CITY SD 57,4100003,2013-2014,2013,156,2429000,482000,1617000,330000,15571,3090,10365,2115,1349000,Regular local school district,"Rural, distant",1250,219,57,0.2602739726027397,0,2014,1
FALLS CITY SD 57,4100003,2012-2013,2012,131,2282000,444000,1547000,291000,17420,3389,11809,2221,1176000,Regular local school district,"Rural, distant",1242,217,47,0.21658986175115208,0,2014,1
FALLS CITY SD 57,4100003,2011-2012,2011,150,2444000,462000,1657000,325000,16293,3080,11047,2167,1143000,Regular local school district,"Rural, distant",1237,216,52,0.24074074074074073,0,2014,1
FALLS CITY SD 57,4100003,2010-2011,2010,154,2040000,429000,1142000,469000,13247,2786,7416,3045,1053000,Regular local school district,"Rural, distant",1231,217,71,0.3271889400921659,0,2014,1
FERN RIDGE SD 28J,4104950,2021-2022,2021,1391,24054000,7895000,12752000,3407000,17293,5676,9168,2449,10973000,Regular local school district,"Rural, fringe",12750,1962,249,0.12691131498470948,0,NA,0
FERN RIDGE SD 28J,4104950,2020-2021,2020,1424,22566000,7632000,12485000,2449000,15847,5360,8768,1720,9738000,Regular local school district,"Rural, fringe",13011,1918,240,0.1251303441084463,0,NA,0
FERN RIDGE SD 28J,4104950,2019-2020,2019,1517,21012000,7657000,11856000,1499000,13851,5047,7815,988,9487000,Regular local school district,"Rural, fringe",12979,1916,213,0.11116910229645094,0,NA,0
FERN RIDGE SD 28J,4104950,2018-2019,2018,1483,19665000,7948000,10110000,1607000,13260,5359,6817,1084,9181000,Regular local school district,"Rural, fringe",12896,1915,359,0.18746736292428198,0,NA,0
FERN RIDGE SD 28J,4104950,2017-2018,2017,1476,19392000,7261000,10643000,1488000,13138,4919,7211,1008,8324000,Regular local school district,"Rural, fringe",12731,1918,309,0.1611053180396246,0,NA,0
FERN RIDGE SD 28J,4104950,2016-2017,2016,1436,17043000,6643000,9062000,1338000,11868,4626,6311,932,7545000,Regular local school district,"Rural, fringe",12552,1896,359,0.18934599156118143,0,NA,0
FERN RIDGE SD 28J,4104950,2015-2016,2015,1458,17203000,6980000,8988000,1235000,11799,4787,6165,847,7708000,Regular local school district,"Rural, fringe",12327,1904,403,0.21165966386554622,0,NA,0
FERN RIDGE SD 28J,4104950,2014-2015,2014,1459,16735000,6207000,9197000,1331000,11470,4254,6304,912,7357000,Regular local school district,"Rural, fringe",12179,1906,273,0.14323189926547744,0,NA,0
FERN RIDGE SD 28J,4104950,2013-2014,2013,1518,15863000,5985000,8602000,1276000,10450,3943,5667,841,7363000,Regular local school district,"Rural, fringe",12107,1900,330,0.1736842105263158,0,NA,0
FERN RIDGE SD 28J,4104950,2012-2013,2012,1513,16260000,5767000,8940000,1553000,10747,3812,5909,1026,7008000,Regular local school district,"Town, fringe",12050,1898,391,0.20600632244467862,0,NA,0
FERN RIDGE SD 28J,4104950,2011-2012,2011,1660,16362000,5738000,9225000,1399000,9857,3457,5557,843,7120000,Regular local school district,"Rural, fringe",12012,1891,308,0.16287678476996298,0,NA,0
