agency_name,agency_id_nces_assigned_district_latest_available_year,school_year,year,total_students_all_grades_excludes_ae_district,total_revenue_totalrev_district_finance,total_revenue_local_sources_tlocrev_district_finance,total_revenue_state_sources_tstrev_district_finance,total_revenue_federal_sources_tfedrev_district_finance,total_revenue_totalrev_per_pupil_v33_district_finance,total_revenue_local_sources_tlocrev_per_pupil_v33_district_finance,total_revenue_state_sources_tstrev_per_pupil_v33_district_finance,total_revenue_federal_sources_tfedrev_per_pupil_v33_district_finance,total_current_expenditures_instruction_tcurinst_district_finance,agency_type,urban_centric_locale,est_population_total,est_population_5_17,est_population_5_17_poverty,share_child_poverty,CEP_treat,first_treat_year,All_sites
MEDFORD SD 549C,4108040,2021-2022,2021,14158,223784000,62046000,131108000,30630000,15806,4382,9260,2163,108366000,Regular local school district,"City, small",95020,15957,2259,0.14156796390298929,0,2014,0
MEDFORD SD 549C,4108040,2020-2021,2020,13962,199388000,61764000,119545000,18079000,14281,4424,8562,1295,97751000,Regular local school district,"City, small",92249,14776,1789,0.12107471575527883,1,2014,0
MEDFORD SD 549C,4108040,2019-2020,2019,14498,185511000,58711000,114736000,12064000,12796,4050,7914,832,91973000,Regular local school district,"City, small",91875,14691,2398,0.16322918793819347,1,2014,0
MEDFORD SD 549C,4108040,2018-2019,2018,14467,178123000,57336000,107551000,13236000,12352,3976,7458,918,87464000,Regular local school district,"City, small",91309,14590,2780,0.19054146675805347,1,2014,0
MEDFORD SD 549C,4108040,2017-2018,2017,14299,171611000,55561000,102309000,13741000,12002,3886,7155,961,85007000,Regular local school district,"City, small",90440,14461,2704,0.18698568563723117,1,2014,0
MEDFORD SD 549C,4108040,2016-2017,2016,14105,158513000,53644000,91813000,13056000,11238,3803,6509,926,79915000,Regular local school district,"City, small",90044,14381,2555,0.17766497461928935,1,2014,0
MEDFORD SD 549C,4108040,2015-2016,2015,13872,151173000,51337000,87167000,12669000,10898,3701,6284,913,75808000,Regular local school district,"City, small",88398,14271,3467,0.24294022843528834,1,2014,0
MEDFORD SD 549C,4108040,2014-2015,2014,13756,142296000,50082000,80740000,11474000,10404,3662,5903,839,71086000,Regular local school district,"City, small",87450,14188,3269,0.230405976881872,1,2014,0
MEDFORD SD 549C,4108040,2013-2014,2013,13699,133111000,48183000,74900000,10028000,9717,3517,5468,732,64690000,Regular local school district,"City, small",86726,14251,3329,0.23359764227071783,0,2014,0
MEDFORD SD 549C,4108040,2012-2013,2012,13394,122011000,45216000,65427000,11368000,9109,3376,4885,849,61009000,Regular local school district,"City, small",85839,14225,3424,0.24070298769771528,0,2014,0
MEDFORD SD 549C,4108040,2011-2012,2011,13034,121135000,46462000,63538000,11135000,9294,3565,4875,854,60920000,Regular local school district,"City, small",85176,14229,3301,0.23199100428701946,0,2014,0
MEDFORD SD 549C,4108040,2010-2011,2010,12682,126067000,48182000,59943000,17942000,9941,3799,4727,1415,64726000,Regular local school district,"City, small",84611,14249,2837,0.19910169134676117,0,2014,0
MILTON-FREEWATER UNIFIED SD 7,4108160,2021-2022,2021,1669,29057000,4903000,18393000,5761000,17410,2938,11020,3452,14914000,Regular local school district,"Suburb, small",11604,2188,359,0.1640767824497258,0,2020,1
MILTON-FREEWATER UNIFIED SD 7,4108160,2020-2021,2020,1649,23899000,4566000,16526000,2807000,14493,2769,10022,1702,13523000,Regular local school district,"Suburb, small",12039,2337,307,0.13136499786050493,1,2020,1
MILTON-FREEWATER UNIFIED SD 7,4108160,2019-2020,2019,1671,22912000,4722000,15936000,2254000,13712,2826,9537,1349,13828000,Regular local school district,"Suburb, small",12069,2344,424,0.18088737201365188,0,2020,1
MILTON-FREEWATER UNIFIED SD 7,4108160,2018-2019,2018,1778,31665000,9880000,19505000,2280000,17860,5572,11001,1286,12890000,Regular local school district,"Suburb, small",12002,2327,533,0.22905027932960895,0,2020,1
MILTON-FREEWATER UNIFIED SD 7,4108160,2017-2018,2017,1734,27325000,9696000,15270000,2359000,15758,5592,8806,1360,12533000,Regular local school district,"Suburb, small",11920,2308,531,0.23006932409012132,0,2020,1
MILTON-FREEWATER UNIFIED SD 7,4108160,2016-2017,2016,1768,25522000,9391000,14003000,2128000,14436,5312,7920,1204,11319000,Regular local school district,"Suburb, small",11838,2310,527,0.22813852813852814,0,2020,1
MILTON-FREEWATER UNIFIED SD 7,4108160,2015-2016,2015,1733,19513000,3692000,14097000,1724000,11260,2130,8134,995,11021000,Regular local school district,"Suburb, small",11850,2301,723,0.31421121251629724,0,2020,1
MILTON-FREEWATER UNIFIED SD 7,4108160,2014-2015,2014,1793,19228000,3691000,13851000,1686000,10724,2059,7725,940,11259000,Regular local school district,"Suburb, small",11876,2304,860,0.3732638888888889,0,2020,1
MILTON-FREEWATER UNIFIED SD 7,4108160,2013-2014,2013,1875,19037000,3547000,13517000,1973000,10153,1892,7209,1052,11325000,Regular local school district,"Suburb, small",11879,2330,538,0.23090128755364808,0,2020,1
MILTON-FREEWATER UNIFIED SD 7,4108160,2012-2013,2012,1896,17924000,3450000,12704000,1770000,9454,1820,6700,934,11911000,Regular local school district,"Suburb, small",11894,2357,550,0.2333474756045821,0,2020,1
MILTON-FREEWATER UNIFIED SD 7,4108160,2011-2012,2011,1976,18456000,3240000,13212000,2004000,9340,1640,6686,1014,11881000,Regular local school district,"Town, remote",11879,2373,581,0.2448377581120944,0,2020,1
MILTON-FREEWATER UNIFIED SD 7,4108160,2010-2011,2010,2001,18261000,3295000,12091000,2875000,9126,1647,6042,1437,11389000,Regular local school district,"Town, remote",11779,2348,487,0.2074105621805792,0,2020,1
MITCHELL SD 55,4108280,2021-2022,2021,1130,14896000,754000,13853000,289000,13182,667,12259,256,870000,Regular local school district,"Town, distant",374,42,11,0.2619047619047619,0,NA,0
MITCHELL SD 55,4108280,2020-2021,2020,1285,14915000,638000,14072000,205000,11607,496,10951,160,955000,Regular local school district,"Town, distant",366,34,9,0.2647058823529412,0,NA,0
MITCHELL SD 55,4108280,2019-2020,2019,533,7329000,667000,6421000,241000,13750,1251,12047,452,950000,Regular local school district,"Town, distant",351,34,6,0.17647058823529413,0,NA,0
MITCHELL SD 55,4108280,2018-2019,2018,458,5943000,700000,5055000,188000,12976,1528,11037,410,856000,Regular local school district,"Town, distant",352,36,10,0.2777777777777778,0,NA,0
MITCHELL SD 55,4108280,2017-2018,2017,353,4626000,541000,4001000,84000,13105,1533,11334,238,651000,Regular local school district,"Town, distant",348,35,12,0.34285714285714286,0,NA,0
MITCHELL SD 55,4108280,2016-2017,2016,367,4017000,541000,3400000,76000,10946,1474,9264,207,658000,Regular local school district,"Town, distant",346,37,11,0.2972972972972973,0,NA,0
MITCHELL SD 55,4108280,2015-2016,2015,260,3136000,456000,2542000,138000,12062,1754,9777,531,652000,Regular local school district,"Rural, remote",349,36,12,0.3333333333333333,0,NA,0
MITCHELL SD 55,4108280,2014-2015,2014,64,1401000,390000,869000,142000,21891,6094,13578,2219,609000,Regular local school district,"Rural, remote",353,39,12,0.3076923076923077,0,NA,0
MITCHELL SD 55,4108280,2013-2014,2013,55,1199000,389000,749000,61000,21800,7073,13618,1109,626000,Regular local school district,"Rural, remote",355,45,9,0.2,0,NA,0
MITCHELL SD 55,4108280,2012-2013,2012,62,1064000,383000,622000,59000,17161,6177,10032,952,639000,Regular local school district,"Rural, remote",366,46,10,0.21739130434782608,0,NA,0
MITCHELL SD 55,4108280,2011-2012,2011,73,1312000,447000,781000,84000,17973,6123,10699,1151,643000,Regular local school district,"Rural, remote",366,46,15,0.32608695652173914,0,NA,0
MITCHELL SD 55,4108280,2010-2011,2010,71,1425000,426000,778000,221000,20070,6000,10958,3113,653000,Regular local school district,"Rural, remote",372,50,8,0.16,0,NA,0
MOLALLA RIVER SD 35,4108310,2021-2022,2021,2534,35842000,11411000,20495000,3936000,14144,4503,8088,1553,17926000,Regular local school district,"Town, fringe",21491,3644,337,0.0924807903402854,0,NA,0
MOLALLA RIVER SD 35,4108310,2020-2021,2020,2560,36907000,10256000,23761000,2890000,14417,4006,9282,1129,16175000,Regular local school district,"Town, fringe",21467,3569,274,0.07677220509946764,0,NA,0
MOLALLA RIVER SD 35,4108310,2019-2020,2019,2803,32856000,10387000,21027000,1442000,11722,3706,7502,514,15696000,Regular local school district,"Town, fringe",21294,3537,283,0.0800113090189426,0,NA,0
MOLALLA RIVER SD 35,4108310,2018-2019,2018,2814,31460000,10639000,19125000,1696000,11268,3811,6850,607,15037000,Regular local school district,"Town, fringe",21188,3555,365,0.10267229254571027,0,NA,0
MOLALLA RIVER SD 35,4108310,2017-2018,2017,2771,29576000,9430000,18570000,1576000,10673,3403,6702,569,14374000,Regular local school district,"Town, fringe",21015,3554,343,0.09651097355092852,0,NA,0
MOLALLA RIVER SD 35,4108310,2016-2017,2016,2716,27324000,9175000,16437000,1712000,10060,3378,6052,630,13911000,Regular local school district,"Town, fringe",20780,3522,336,0.09540034071550256,0,NA,0
MOLALLA RIVER SD 35,4108310,2015-2016,2015,2736,27432000,8987000,16603000,1842000,10026,3285,6068,673,13386000,Regular local school district,"Town, fringe",20446,3560,374,0.1050561797752809,0,NA,0
MOLALLA RIVER SD 35,4108310,2014-2015,2014,2745,25517000,8140000,15618000,1759000,9364,2987,5731,646,12309000,Regular local school district,"Town, fringe",20108,3535,407,0.11513437057991513,0,NA,0
MOLALLA RIVER SD 35,4108310,2013-2014,2013,2708,25176000,8144000,15352000,1680000,9297,3007,5669,620,11610000,Regular local school district,"Town, fringe",19767,3528,328,0.09297052154195011,0,NA,0
MOLALLA RIVER SD 35,4108310,2012-2013,2012,2765,23074000,7864000,13427000,1783000,8345,2844,4856,645,11888000,Regular local school district,"Town, fringe",19542,3518,378,0.10744741330301308,0,NA,0
MOLALLA RIVER SD 35,4108310,2011-2012,2011,2877,24591000,7896000,15054000,1641000,8547,2745,5233,570,11853000,Regular local school district,"Town, fringe",19357,3540,548,0.15480225988700566,0,NA,0
MOLALLA RIVER SD 35,4108310,2010-2011,2010,2807,24422000,8389000,13228000,2805000,8700,2989,4713,999,12211000,Regular local school district,"Town, fringe",19188,3587,455,0.1268469473097296,0,NA,0
MONROE SD 1J,4108430,2021-2022,2021,360,6911000,1978000,4290000,643000,19197,5494,11917,1786,2960000,Regular local school district,"Rural, distant",3322,502,74,0.14741035856573706,0,NA,0
MONROE SD 1J,4108430,2020-2021,2020,345,6510000,1859000,4016000,635000,18870,5388,11641,1841,2674000,Regular local school district,"Rural, distant",3436,526,75,0.14258555133079848,0,NA,0
MONROE SD 1J,4108430,2019-2020,2019,349,8523000,2061000,6068000,394000,24421,5905,17387,1129,2927000,Regular local school district,"Rural, distant",3429,529,114,0.21550094517958412,0,NA,0
MONROE SD 1J,4108430,2018-2019,2018,375,11744000,2376000,8828000,540000,31317,6336,23541,1440,3162000,Regular local school district,"Rural, distant",3395,524,64,0.12213740458015267,0,NA,0
MONROE SD 1J,4108430,2017-2018,2017,438,6665000,1518000,4731000,416000,15217,3466,10801,950,3057000,Regular local school district,"Rural, distant",3352,528,113,0.21401515151515152,0,NA,0
MONROE SD 1J,4108430,2016-2017,2016,439,5783000,1581000,3825000,377000,13173,3601,8713,859,2946000,Regular local school district,"Rural, distant",3295,519,124,0.23892100192678228,0,NA,0
MONROE SD 1J,4108430,2015-2016,2015,447,5334000,1321000,3622000,391000,11933,2955,8103,875,2945000,Regular local school district,"Rural, distant",3229,523,140,0.2676864244741874,0,NA,0
MONROE SD 1J,4108430,2014-2015,2014,439,5321000,1289000,3611000,421000,12121,2936,8226,959,2661000,Regular local school district,"Rural, distant",3177,512,116,0.2265625,0,NA,0
MONROE SD 1J,4108430,2013-2014,2013,454,4869000,1260000,3275000,334000,10725,2775,7214,736,2634000,Regular local school district,"Rural, distant",3186,514,114,0.22178988326848248,0,NA,0
MONROE SD 1J,4108430,2012-2013,2012,449,4725000,1195000,3162000,368000,10523,2661,7042,820,2478000,Regular local school district,"Rural, distant",3180,510,87,0.17058823529411765,0,NA,0
MONROE SD 1J,4108430,2011-2012,2011,482,4883000,1357000,3176000,350000,10131,2815,6589,726,2664000,Regular local school district,"Rural, distant",3162,513,72,0.14035087719298245,0,NA,0
MONROE SD 1J,4108430,2010-2011,2010,474,4718000,1171000,2943000,604000,9954,2470,6209,1274,2623000,Regular local school district,"Rural, distant",3149,535,85,0.1588785046728972,0,NA,0
MONUMENT SD 8,4108460,2021-2022,2021,55,3318000,265000,2862000,191000,60327,4818,52036,3473,686000,Regular local school district,"Rural, remote",380,42,12,0.2857142857142857,0,NA,0
MONUMENT SD 8,4108460,2020-2021,2020,51,2592000,229000,2085000,278000,50824,4490,40882,5451,702000,Regular local school district,"Rural, remote",421,69,11,0.15942028985507245,0,NA,0
MONUMENT SD 8,4108460,2019-2020,2019,49,1684000,365000,1124000,195000,34367,7449,22939,3980,629000,Regular local school district,"Rural, remote",422,67,11,0.16417910447761194,0,NA,0
MONUMENT SD 8,4108460,2018-2019,2018,50,2688000,1508000,961000,219000,53760,30160,19220,4380,686000,Regular local school district,"Rural, remote",419,69,11,0.15942028985507245,0,NA,0
MONUMENT SD 8,4108460,2017-2018,2017,47,1573000,216000,1227000,130000,33468,4596,26106,2766,629000,Regular local school district,"Rural, remote",420,69,13,0.18840579710144928,0,NA,0
MONUMENT SD 8,4108460,2016-2017,2016,59,1727000,309000,1349000,69000,29271,5237,22864,1169,608000,Regular local school district,"Rural, remote",418,70,14,0.2,0,NA,0
MONUMENT SD 8,4108460,2015-2016,2015,62,1369000,270000,857000,242000,22081,4355,13823,3903,600000,Regular local school district,"Rural, remote",420,71,13,0.18309859154929578,0,NA,0
MONUMENT SD 8,4108460,2014-2015,2014,59,1445000,260000,953000,232000,24492,4407,16153,3932,554000,Regular local school district,"Rural, remote",420,72,14,0.19444444444444445,0,NA,0
MONUMENT SD 8,4108460,2013-2014,2013,48,1143000,213000,796000,134000,23813,4438,16583,2792,545000,Regular local school district,"Rural, remote",426,74,15,0.20270270270270271,0,NA,0
MONUMENT SD 8,4108460,2012-2013,2012,45,936000,216000,667000,53000,20800,4800,14822,1178,513000,Regular local school district,"Rural, remote",428,74,12,0.16216216216216217,0,NA,0
MONUMENT SD 8,4108460,2011-2012,2011,46,953000,230000,692000,31000,20717,5000,15043,674,570000,Regular local school district,"Rural, remote",433,76,11,0.14473684210526316,0,NA,0
MONUMENT SD 8,4108460,2010-2011,2010,48,1112000,210000,732000,170000,23167,4375,15250,3542,631000,Regular local school district,"Rural, remote",436,80,10,0.125,0,NA,0
MORROW SD 1,4108520,2021-2022,2021,2254,41726000,16586000,21070000,4070000,18512,7358,9348,1806,22545000,Regular local school district,"Town, distant",11613,2384,348,0.14597315436241612,0,2017,0
MORROW SD 1,4108520,2020-2021,2020,2217,38201000,14445000,20275000,3481000,17231,6516,9145,1570,19752000,Regular local school district,"Town, distant",11038,2244,290,0.12923351158645277,1,2017,0
MORROW SD 1,4108520,2019-2020,2019,2290,34719000,13491000,18393000,2835000,15161,5891,8032,1238,19302000,Regular local school district,"Town, distant",10947,2215,317,0.14311512415349886,1,2017,0
MORROW SD 1,4108520,2018-2019,2018,2344,33949000,13089000,18505000,2355000,14722,5676,8025,1021,17876000,Regular local school district,"Town, distant",10729,2177,419,0.19246669728984842,1,2017,0
MORROW SD 1,4108520,2017-2018,2017,2265,31242000,11627000,17633000,1982000,13793,5133,7785,875,16859000,Regular local school district,"Town, distant",10535,2109,350,0.16595542911332384,1,2017,0
MORROW SD 1,4108520,2016-2017,2016,2228,28810000,11358000,15599000,1853000,12931,5098,7001,832,15880000,Regular local school district,"Town, distant",10637,2226,393,0.1765498652291105,0,2017,0
